StringBuilder1 Test

0;3.422E-6
1000;2.14414E-4
2000;1.10914E-4
3000;1.83335E-4
4000;2.18977E-4
5000;2.05291E-4
6000;2.147E-4
7000;2.48345E-4
8000;2.80849E-4
9000;3.14209E-4
10000;3.55837E-4
11000;4.19135E-4
12000;2.44923E-4
13000;1.95596E-4
14000;2.32378E-4
15000;2.34659E-4
16000;2.54902E-4
17000;2.76001E-4
18000;2.84556E-4
19000;3.52415E-4
20000;2.63741E-4
21000;2.57753E-4
22000;2.52336E-4
23000;2.54047E-4
24000;3.24758E-4
25000;2.95676E-4
26000;3.11357E-4
27000;2.93394E-4
28000;3.13638E-4
29000;3.11072E-4
30000;3.25899E-4
31000;3.46427E-4
32000;3.58118E-4
33000;3.52986E-4
34000;3.70378E-4
35000;4.57056E-4
36000;3.81498E-4
37000;4.25407E-4
38000;4.37383E-4
39000;4.39949E-4
40000;4.49072E-4
41000;4.72168E-4
42000;4.69601E-4
43000;4.81577E-4
44000;4.8671E-4
45000;5.00681E-4
46000;5.08949E-4
47000;5.33185E-4
48000;5.4345E-4
49000;6.26706E-4
50000;6.49231E-4
51000;6.15016E-4
52000;5.70252E-4
53000;5.73103E-4
54000;6.53508E-4
55000;6.44099E-4
56000;6.3526E-4
57000;6.30127E-4
58000;6.4695E-4
59000;6.42959E-4
60000;6.50086E-4
61000;6.62346E-4
62000;6.64912E-4
63000;6.89148E-4
64000;7.01694E-4
65000;7.17661E-4
66000;7.23079E-4
67000;7.57579E-4
68000;7.43322E-4
69000;7.51306E-4
70000;7.69554E-4
71000;7.74116E-4
72000;8.30571E-4
73000;7.75257E-4
74000;8.9501E-4
75000;9.33787E-4
76000;8.91017E-4
77000;8.77046E-4
78000;8.88737E-4
79000;9.44336E-4
80000;8.9672E-4
81000;9.5403E-4
82000;9.32646E-4
83000;9.5289E-4
84000;0.001022746
85000;0.001021035
86000;9.63725E-4
87000;9.87961E-4
88000;0.001005638
89000;9.82542E-4
90000;9.91382E-4
91000;0.001062093
92000;0.001024741
93000;0.001033296
94000;0.001040424
95000;0.00106694
96000;0.001142498
97000;0.001074923
98000;0.001116837
99000;0.001118833
100000;0.001097734
101000;0.001156755
102000;0.001111419
103000;0.001116838
104000;0.001129098
105000;0.00124885
106000;0.001164739
107000;0.001303309
108000;0.001174718
109000;0.001181846
110000;0.001216916
111000;0.001214065
112000;0.001269949
113000;0.001275366
114000;0.001307871
115000;0.001299602
116000;0.001255978
117000;0.001326405
118000;0.001377441
119000;0.00134893
120000;0.001366892
121000;0.001431616
122000;0.001306731
123000;0.001367177
124000;0.001338379
125000;0.001374591
126000;0.002603767
127000;0.001362045
128000;0.001277648
129000;0.001343797
130000;0.001428479
131000;0.001431331
132000;0.001350641
133000;0.001301884
134000;0.001318136
135000;0.001421351
136000;0.001379437
137000;0.001394549
138000;0.001393124
139000;0.001403388
140000;0.001495769
141000;0.001389702
142000;0.001376301
143000;0.00151031
144000;0.001451004
145000;0.001412513
146000;0.001422206
147000;0.001436463
148000;0.00156648
149000;0.001534261
150000;0.001532265
151000;0.001599555
152000;0.001672547
153000;0.001588435
154000;0.001626071
155000;0.001599555
156000;0.001617517
157000;0.001607823
158000;0.001593282
159000;0.001594992
160000;0.001651162
161000;0.001617518
162000;0.001667985
163000;0.001704481
164000;0.001650022
165000;0.001679105
166000;0.001657435
167000;0.001744399
168000;0.001681386
169000;0.001738411
170000;0.001717597
171000;0.0017367
172000;0.001756089
173000;0.001754663
174000;0.001806271
175000;0.001802564
176000;0.001761791
177000;0.001799427
178000;0.002833008
179000;0.001781465
180000;0.00187185
181000;0.001796292
182000;0.001832788
183000;0.001889527
184000;0.001863581
185000;0.001908631
186000;0.001898937
187000;0.001899507
188000;0.001911768
189000;0.00187413
190000;0.001949689
191000;0.001892664
192000;0.001934292
193000;0.001920321
194000;0.00195083
195000;0.001982763
196000;0.0020415
197000;0.001942275
198000;0.001977346
199000;0.001984474
200000;0.001995879
201000;0.002015553
202000;0.002012702
203000;0.001990747
204000;0.002014697
205000;0.002069726
206000;0.002057752
207000;0.0020415
208000;0.00211107
209000;0.002055756
210000;0.002110785
211000;0.002211149
212000;0.002091111
213000;0.002091111
214000;0.002171517
215000;0.00216838
216000;0.002118199
217000;0.002258195
218000;0.00228072
219000;0.00217722
220000;0.003485375
221000;0.002266748
222000;0.002174654
223000;0.002295831
224000;0.002194327
225000;0.002288419
226000;0.00222455
227000;0.002261901
228000;0.002243654
229000;0.002378803
230000;0.002241372
231000;0.002326055
232000;0.002297258
233000;0.002294691
234000;0.002302675
235000;0.002323774
236000;0.002388497
237000;0.002357704
238000;0.002342877
239000;0.002364832
240000;0.002399618
241000;0.002371675
242000;0.00236198
243000;0.002377378
244000;0.00250768
245000;0.002421572
246000;0.002418721
247000;0.002482018
248000;0.002446378
249000;0.002513097
250000;0.002517944
251000;0.002452936
252000;0.002534767
253000;0.002511672
254000;0.002493139
255000;0.002524787
256000;0.002511387
257000;0.002563564
258000;0.002509676
259000;0.002533912
260000;0.003363342
261000;0.002623726
262000;0.002568126
263000;0.002560999
264000;0.002590936
265000;0.002578391
266000;0.002596354
267000;0.002641119
268000;0.002636557
269000;0.002638268
270000;0.002688735
271000;0.002659651
272000;0.00266735
273000;0.002709549
274000;0.002733784
275000;0.002703561
276000;0.002672768
277000;0.002732359
278000;0.002707838
279000;0.002871786
280000;0.002787388
281000;0.002797653
282000;0.002780545
283000;0.002773987
284000;0.002881479
285000;0.002821888
286000;0.002841562
287000;0.002825595
288000;0.002789384
289000;0.002808488
290000;0.002857244
291000;0.002856389
292000;0.002964166
293000;0.002902294
294000;0.002937935
295000;0.002992964
296000;0.003007505
297000;0.004227273
298000;0.003124691
299000;0.003059968
300000;0.003010071
301000;0.003073369
302000;0.003042861
303000;0.003146076
304000;0.00306453
305000;0.003081923
306000;0.003125832
307000;0.003163184
308000;0.00311015
309000;0.003144935
310000;0.003226196
311000;0.00317801
312000;0.003226196
313000;0.003217927
314000;0.003140374
315000;0.003153489
316000;0.003210229
317000;0.003247581
318000;0.003220494
319000;0.004336191
320000;0.003212225
321000;0.003228192
322000;0.003303465
323000;0.003258701
324000;0.003320858
325000;0.00324587
326000;0.003310878
327000;0.003294912
328000;0.003316296
329000;0.003327416
330000;0.003314015
331000;0.003349085
332000;0.003625372
333000;0.003530426
334000;0.003412669
335000;0.003466557
336000;0.003345664
337000;0.003373891
338000;0.003385867
339000;0.003539264
340000;0.004524374
341000;0.003469408
342000;0.003453156
343000;0.003443177
344000;0.003461995
345000;0.003439756
346000;0.003546963
347000;0.003544967
348000;0.003479103
349000;0.003498206
350000;0.003484235
351000;0.003564071
352000;0.003518165
353000;0.003594294
354000;0.003544112
355000;0.003591727
356000;0.003706348
357000;0.003668141
358000;0.003750828
359000;0.003560079
360000;0.004439121
361000;0.003708344
362000;0.003607409
363000;0.003764799
364000;0.00359857
365000;0.003651034
366000;0.003706348
367000;0.003644475
368000;0.003737426
369000;0.003671848
370000;0.003765654
371000;0.003693517
372000;0.003885977
373000;0.003715187
374000;0.003762233
375000;0.00372203
376000;0.003861457
377000;0.003872291
378000;0.003817546
379000;0.003852333
380000;0.004737362
381000;0.003913634
382000;0.003813555
383000;0.003852617
384000;0.003883126
385000;0.00389282
386000;0.00387001
387000;0.003888544
388000;0.003911923
389000;0.003842638
390000;0.004019986
391000;0.003919907
392000;0.00394899
393000;0.003965812
394000;0.003892535
395000;0.003958113
396000;0.003939581
397000;0.00398349
398000;0.003979783
399000;0.004768441
400000;0.00396068
401000;0.004082714
402000;0.004023123
403000;0.004024263
404000;0.003991759
405000;0.004036524
406000;0.004053061
407000;0.004009151
408000;0.004033672
409000;0.004049354
410000;0.004041656
411000;0.004110371
412000;0.004145727
413000;0.004166541
414000;0.004193343
415000;0.004097826
416000;0.00423383
417000;0.004225847
